"","text","emotion","polarity"
"1597","goodness gracious god me please can i park behind that suv him ah aunty ko saye mo me but its a disability spot him huh","joy","positive"
"1598","fund the nhs disability benefits education list endless but not these parasitical scroungers

royalsinneed","unknown","negative"
"1599","look what i got d review later on my youtube channel


lego legodimensions","unknown","positive"
"1600","we have friendly disability liaison officers across newcastle willing to listen amp help hatecrime","joy","positive"
"1601","quotes for rt
there is a plan and a purpose a value to every life no matter what its location age gender or disabi","unknown","positive"
"1602","wont run for hills yet but as a person with disability my nerves are on edge","unknown","positive"
"1603","note to self stop comparing yourself to other people your disability slows you down but youre doing pretty well at l","unknown","positive"
"1604","bbc newsscribble sanctuary the artist who tackled mental health difficulties by sketching","unknown","neutral"
"1605","too many factors interfere w eye contact culture disabilitychildren elderly weather clothes","unknown","negative"
"1606","belittling a reportrer with a disability or turning a crowd onis harassment this is dissent and fre","anger","negative"
"1607","get your copy of my book the disability to cruise herenow","sadness","negative"
"1608","you ignored ppl wdisabilities in the message ️
we make the largest minority","unknown","positive"
"1609","i feel our welfare and disability program is abused and misusedit needs reevaluated for good of the people and country","joy","positive"
"1610","petition force the government to act on the eleven recommendations of the uncrpd reportdisabi","unknown","neutral"
"1611","no child should have to be afraid to go to school because theyre latino african american muslim or h","fear","negative"
"1612","a bit late to the party but linked up to picknmix fridayeducati","unknown","positive"
"1613","and i kno the person who originally said it did have a disability so thats all fair and whatnot but when able bodied ppl say itkaren","unknown","positive"
"1614","if disability is neutral not bad with respect to wellbeing why should an ableismfree society help disableds to","joy","positive"
"1615","crystal palace fan with learning disability lands dream job at selhurst park disability","unknown","neutral"
"1616","the only disability in life is a bad attitudepeople with no disabilities","sadness","negative"
"1617","a bunch of lgbt ppl will be alienated by certain lgbt rep because they felt uncomfortable by ableist implications or bad","sadness","negative"
"1618","focus on abilities not someones disability inclusion matters","unknown","positive"
"1619","how does being overweight equate to a disability","unknown","positive"
"1620","this post shows that a disability diagnosis does not alter the value of lifewriting amwritin","unknown","neutral"
"1621","not very encouraging do you have to prove your disability","unknown","positive"
"1622","one avid trump supporter i know has never worked a job in her life shes been on disability and is too fat to walk but shes white","joy","positive"
"1623","the brentwood centre is an accessible space contact reception for more details on","unknown","positive"
"1624","petition force the government to act on the eleven recommendations of the uncrpd reportdisability","unknown","neutral"
"1625","former dwp minister stephen crabb admits disability benefit test is traumatic","unknown","neutral"
"1626","major work going on at the old disability living foundation premises on the harrow rd wonder what is happening there","surprise","neutral"
"1627","our blog is a mustread for anyone who believes in the power of compassiondisability writing amwriting","unknown","positive"
"1628","veterans are the only goverment agency that has to pay for its disability out of their retirement","unknown","negative"
"1629","this post shows that a disability diagnosis does not alter the value of lifewriting amwriting mustread","unknown","neutral"
"1630","adhd may be overdiagnosed in those with autismdisability","unknown","positive"
"1631","society needs access for all pls read this on changingplacesconsider signing the petition","unknown","positive"
"1632","the value of a persons life is not based on an iq testdisability writing amwriting mustread","unknown","positive"
"1633","i have not let my disability prevent me from doing what i am doing","unknown","positive"
"1634","jake s autism success storyaustralianstory asd disability adhd au","unknown","positive"
"1635","check outin liverpool for the nextweeks disability art","unknown","positive"
"1636","nabdnational association for biker with a disability","unknown","positive"
"1637","read our guest post on bullying and disability and share your bullying experiencesantibullyingweek","unknown","negative"
"1638","come to you younique cosmetics event im trying to get off disability income
beauty makeup dlashes","sadness","negative"
"1639","dump tout defies disability to make ends meet

by festus kipchumba

an american gold medalist scott hamilton","unknown","neutral"
"1640","our first ever campaign day is a chance to hear about our disability inclusion work and how you can get involved","sadness","neutral"
"1641","i will be in parliament to support colleagueaccessallareas bill calling for disability training for taxi driv","unknown","positive"
"1642","can we talk about respect mr trump","joy","positive"
"1643","theelection results and why people with disabilities are worried","unknown","negative"
"1644","employee fired for having dementia says he could still workada disability","unknown","positive"
"1645","this dance teacher notice one of his students was different with a disability he saw that she was shy in class so htt","fear","positive"
"1646","we share the same hope respect disability stucdw","joy","positive"
"1647","i repeated that im disabled and i was questioned whats your disability is that ok i shouldnt have to explain","unknown","negative"
"1648","new era for students with disabilities and disability rights","unknown","positive"
"1649","registration now open fordisability equality indexbest places to work survey by jan","unknown","positive"
"1650","job accommodation network releases workplace disability accommodation toolkit","unknown","negative"
"1651","crystal palace fan with learning disability lands dream job at selhurst parkcroydon advertisercpfc","unknown","neutral"
"1652","to introduce disability friendly toilet facilities in selected schools across kwaliampkilifi worldtoiletday","joy","positive"
"1653","watchdisability shetland trustees say future bleak unless vital funds are raised trustees","unknown","neutral"
"1654","heyi identified myself as a person w disability amp asked for access the disability line at security was first told no","unknown","positive"
"1655","i hear he gets double time for having elf hands claims disability for it","unknown","positive"
"1656","autism in the workplacean opportunity not a drawbackay disability autism","unknown","positive"
"1657","make the game disability friendly remove the speed limits","joy","neutral"
"1658","ofccp businessessec complience todaydisability","unknown","positive"
"1659","week supply or gtrx after an acute back sprain gt doubles risk for longterm disability pafpcme","unknown","neutral"
"1660","god only gives special children to people who can cope with them well he can take her back thendisability","sadness","positive"
"1661","it took almost a year exactly to the day of application for me to squeeze disability benefits from the government fuck","unknown","positive"
"1662","if the building isnt in ada compliance then yes you would have to but a physical amp mental disability are different","unknown","positive"
"1663","does your org provide any servicesactivities accessible to amp inclusive of people w a learning disability in mcr","unknown","positive"
"1664","pantsuitnation if you havent already check out my latest on aligning with disabled people postelection","unknown","negative"
"1665","they mocked his disabilitythey called him nasty they threatened to lock him up they grabbed him by the pussy","unknown","negative"
"1666","stucdw conference welcomes professor nick watsondisability studies at glasgow university","unknown","positive"
"1667","sorry you ran into your hr manager at the paintball tournament while you were out on disability hr fmla teambuildi","sadness","negative"
"1668","the latest weallhaveastory dailythanks todisability writing","unknown","positive"
"1669","did you know we ship worldwide fromholiday vacationdisability wheelchair","unknown","neutral"
"1670","if you have a loved one with a developmental disability please visit our blogwriting amwriting mustread","joy","positive"
"1671","on publishing intersectionality and disability fromownvoices","unknown","positive"
"1672","great atmosphere amp good conversations at disability awareness day daythanksall hard work","joy","positive"
"1673","heres a post about the bias directed at people with developmental disabilitieswriting amwriting mustread","unknown","negative"
"1674","here is a post about appreciating the perspective of a person with a disabilitywriting amwriting mustread","unknown","positive"
"1675","sudden disability should not lead to poverty and isolation","unknown","negative"
"1676","really one of the first things republicans do is stop blind people from more access to tvdisabili","unknown","neutral"
"1677","a person with a disability just needs a little help with certain things but dont we all so whats your disabili","unknown","neutral"
"1678","i guess womens rights lgbt rights healthcare college debt disability rights not something to you","unknown","positive"
"1679","does your business have a supportive culture share your success and help others who need to do more","unknown","positive"
"1680","the picture is people with disability wont perform well but we can change this mentality tedxgbagada","unknown","positive"
"1681","people living with a disability dont need pity they need a system that works a system of inclusion temitope okupe","sadness","negative"
"1682","worms and hot baths novel approaches to treating autismaustralianstory asd disability adhd au","unknown","positive"
"1683","amp not to mention this disability has affected himthe characters in the cast actually were just","sadness","neutral"
"1684","long term disability insurance chronic fatigue syndrome cfs mecfs","unknown","negative"
"1685","georgia power to pay overmillion to settle eeoc disability discrimination suit","unknown","negative"
"1686","another mcdonalds to payto settle eeoc disability discrimination suit","unknown","neutral"
"1687","registered disability savings plan rdsp can u seize in a bankruptcythis case says discretionary and nope","unknown","positive"
"1688","sorry you ran into your hr manager at the paintball tournament while you were out on disability hr fmla","sadness","negative"
"1689","damien green misleads mps again on how much is actually paid out each year for disability benefits lyingtories","unknown","positive"
"1690","conservative tory disability foodbanks hammond ken loach","unknown","positive"
"1691","this years uk disabilityhistorymonths theme is disability and language see how you can get involved","sadness","negative"
"1692","wheelchair curling great britain set for paralympics after scotland beat england paralympics","joy","positive"
"1693","passengers with a disability onshould be given thehour station inspectors phone no as an important safety net","unknown","positive"
"1694","no thats what i did obvs i mean i have no idea of the various types of disability and how i fit in each section","anger","neutral"
"1695","i know its not much but im doing what i can disability amp all","unknown","positive"
"1696","help wei continue to advocate for women amp girls with disability world wide with your cfc donation numberbethechange","sadness","positive"
"1697","kick off withdisability team vfc","joy","negative"
"1698","conservative tory filibuster disability awareness training disgraceful","unknown","negative"
"1699","awwwww poor baby

seriously laughs at people for race gender disability but cant handle his vp being mock","sadness","negative"
"1700","protecting the vulnerable she voted for bedroomtax and to cut disability allowance","unknown","neutral"
"1701","it would be refreshing for a political show to accurately report on disability political issues stopfundinghate","unknown","neutral"
"1702","this is old unfortunate incident of person wdisability","unknown","negative"
"1703","genderspecific differences for risk of disability and death in atrial fibrillationrelated stroke","unknown","negative"
"1704","what is berard auditory integration trainingstockholm asd disability adhd se","unknown","positive"
"1705","the lawyers at preszler have more than five decades of experience representing customers denied disabilitybenefits","unknown","positive"
"1706","disability inclusive development advisors at cbm nigeria","unknown","positive"
"1707","a disability isnt a weakness its a sign of strength and determination","joy","neutral"
"1708","hot teen with disability jerks off and cums","unknown","positive"
"1709","you have a mental disability","unknown","positive"
"1710","ways elearning serves people with disabilitieselearning employment apse disability disabi","unknown","positive"
"1711","lt im rich comparatively i can do the medical things amp buy all the cushions amp disability things and give a few of you lot some money d","unknown","positive"
"1712","tips to winning your social security disability casebyssa disability ht","unknown","positive"
"1713","how the apple watch is changing deafblind liveshtdisability tech","unknown","negative"
"1714","yeah i should try a disability application again but they make it p difficult i dont fucking have the exact dates of","unknown","negative"
"1715","my disability exists not because i use a wheelchair but because the broader environment isnt accessible stella young disability","unknown","positive"
"1716","lt so its mostly definitions of confusing terms that i dont understand but they really are backdating my disability benefits d","unknown","neutral"
"1717","the latest disability and sexualitydisability","unknown","positive"
"1718","on the th november ill be speaking at the rsm on diabetes and learningdisabilityworlddiabet","unknown","negative"
"1719","just about every month i discover some service that im entitled to because of my disability but that nobody bothered to tell me about","unknown","positive"
"1720","its national diabetes awareness monthand this chef knows how to spice up the dietary needs for diabetics","unknown","negative"
"1721","doctor disability shopfree quote","unknown","positive"
"1722","the best thing we can do is listen and not make assumptions about what is right or best disability axschat","unknown","positive"
"1723","what if i have a medical condition an intestinal disability","unknown","positive"
"1724","new accessibility checker for letchworth garden city is go disability","unknown","positive"
"1725","more physicians and dentists are choosing our disability income insurance over any other providers learn more","unknown","positive"
"1726","i guess i could maybe try under the disability clause but getting mi classified as a disability can be rough so","unknown","negative"
"1727","business owner dont let disability destroy your finances lets make sure youre covered","unknown","neutral"
"1728","a guide for policy makers on supporting disabled people accessing social care","joy","neutral"
"1729","physical disability","unknown","positive"
"1730","this post shows that a disability diagnosis does not lessen the value of a lifewriting amwri","unknown","neutral"
"1731","it took almost a year exactly to the day of application for me to squeeze disability benefits from the government","unknown","positive"
"1732","asked if he was just an asshole or if it was alzheimers he said alzheimers is disability amp i was now the bully","unknown","neutral"
"1733","regina says fostering children with complex needs is natural for her could you foster a child with a disability","unknown","negative"
"1734","have a disability or a family member in your household with a disability or beyears of age or older","unknown","positive"
"1735","come out and join me as i support the love has no disability organization and their fundraiser for a good cause","joy","positive"
"1736","feel good about supporting talented people crafting thro disability amp chronicillness","joy","positive"
"1737","you mocked a reporter for having a disability this should not happen","unknown","positive"
"1738","lol no you tried to start something then when there was a reaction you used your disability as an excuse stop it","unknown","negative"
"1739","sherylls murray and tom pursglove today talked outbill to provide taxi drivers with disability awareness tr","unknown","neutral"
"1740","popular new accessibility checker fordisability news accessibility pls rt","unknown","positive"
"1741","depends on what you classify as accessible amp implies disability is binary amp it isnt","unknown","positive"
"1742","disability rights advocates are terrified of a trump white house","fear","positive"
"1743","plz share my petitionconcussion traumaticbraininjuryptsd concussion socialsecurity","unknown","positive"
"1744","i just received my esa reassessment form i dont think i can take the stress of this esacuts disability ocd anxiety","unknown","negative"
"1745","beautiful sunny day atfor disability confident event","joy","positive"
"1746","as a person with a disability im definitely concern with my medical and social security benefits health and bas","joy","positive"
"1747","i wasnt attacking you have to understand ive seen this call all week amp the disability community is very stressed about it","unknown","neutral"
"1748","outstanding body of work we are very proud of you cuz congrats my brother","joy","positive"
"1749","being a trump supporter isnt a disability just stop supporting an idiot","unknown","positive"
"1750","listen to our studenttalk to the bbc about employment barriers for individuals with a disability","unknown","positive"
"1751","android emotionusadisability adhd us asd","unknown","positive"
"1752","if you can do me a favor and take a look at it i am a person with a disability and i have a masters in rehab counseling","joy","positive"
"1753","my name is diane im on disability i geta month but i gaveto president elect trump because i have faith","unknown","positive"
"1754","calls for taxi drivers to undergo disability awareness training guidedogs","unknown","negative"
"1755","we are all to familiar with what lurks behind the doorusually anything but a usable loo","unknown","positive"
"1756","disability cuts given as example but not actual issue","unknown","positive"
"1757","tfl to be fair have disability training as part of licensing regime other parts of england and wales still dont","unknown","positive"
"1758","my son has a hidden disability treated like a criminal dismissed ostracised fm society its wrong the pain is the s","joy","negative"
"1759","disability does not get in the way of the fun we have at field lanedisability","sadness","negative"
"1760","foundation for science and disability grant programscholarship","unknown","positive"
"1761","well donechangingplaces brilliant x","unknown","positive"
"1762","h crimes r acts against ppl cuz of race color nationality religion sex familial disability stoph donate","unknown","positive"
"1763","if you have a learning disability and you are looking for alternative respite give us a tweet","unknown","positive"
"1764","lets talk about learning disability find out more herehereiam","unknown","positive"
"1765","calls for taxi drivers to undergo disability awareness training","unknown","negative"
"1766","does this government want to punish us for being disabledjane campbell","unknown","neutral"
"1767","such a busy week preparing for our video for disability history month all coming together very nicely isufferfrom dhm","joy","positive"
"1768","tips to winning your social security disability casebyssa disability","unknown","positive"
"1769","tickets are on sale for the bradford screening now click amp book yours today","unknown","positive"
"1770","music is my one of the stress management techniquesan escape from unpleasant environmentdisability","unknown","negative"
"1771","many also question the bio issue amp use a social model of disability rather than medical model of disability","unknown","negative"
"1772","disabled toilets when does accessible not mean accessible
make it compulsory to have changingplaces facilities","unknown","negative"
"1773","disability friendly languagewheelchair user vs wheelchair boundno one is bound to a wheelchair","joy","positive"
"1774","tory opposition to esa cuts are far more likely going to kill that corbyn just desperate to get on their coattails ht","sadness","negative"
"1775","heres a post about how someones life should not be defined by an iq testdisability writing amwriting mustread","unknown","negative"
"1776","the voice that transcends disability","unknown","positive"
"1777","how an introverted australian with smallbusinesstips entrepreneur smallbusiness startups smallbusinessmarketing","unknown","positive"
"1778","this post shows that every person deserves to have hopedisability writing amwriting mustread","unknown","positive"
"1779","pain management manual therapies reduce pain amp disability 

neckpain shoulderpain","unknown","negative"
"1780","its actually mad how some people would jump at the opportunity to take advantage of a person with a disability","anger","negative"
"1781","aaronwaxman how long can longterm disability benefits last read blog","unknown","negative"
"1782","this post shows that a disability diagnosis does not lessen the value of a lifewriting amwriting mustread","unknown","neutral"
"1783","neat present ideas for christmasus two friends food lifestyle and disability blog","unknown","positive"
"1784","all your news delivered by angry shutins on disability","anger","negative"
"1785","disability slashed people hungry amp homeless god save the queen","sadness","negative"
"1786","a young artists journey through crohns disease conceptualart ibdvisible autoimmune inspiration disability","unknown","neutral"
"1787","we have attached stigmawith disability yours truly writes in etinstitutionalised degradation of the blind","unknown","negative"
"1788","a disability or health condition should not dictate the path a person is able to take in lifeor in the workplace inclu","unknown","positive"
"1789","and they are funding it by cutting disability benefits","unknown","positive"
"1790","autism training video matching currencystockholm asd disability adhd se","unknown","positive"
"1791","if yourchild has special needs or a disability please followtwitter feed qrcode here ️","joy","positive"
"1792","that doesnt surprise me diversity applies to race gender age sexuality and disability but rarely to politics","surprise","positive"
"1793","headed to history memory amp disability event hosted byfyi parking lot is closed we parked in the open lot next door","unknown","positive"
"1794","theres a lady in the dealership with a dog and she aint got a single disability she just white","unknown","positive"
"1795","something to consider for new buildings hopefully the new integrated care centre will have this","joy","positive"
"1796","why we need more stories of disability not about overcoming disability 
 wider diversity ofexperiences perspective","unknown","neutral"
"1797","i assess if you are fit for work i hate having to score your life this way","anger","negative"
"1798","why we need more stories of disability that arent about overcoming disability byon","unknown","negative"
"1799","another great morning
the smile on these kids facesdisability team who by the way are looking for sponsorshi","joy","neutral"
"1800","thank you disability sport wales for attending our session today to film whats your story
thank you from all who attended","unknown","positive"
"1801","i am inspired to see disability differently after listening to haben i choose to be inclusive indiainclusionsummit","unknown","positive"
"1802","school bus drivers letter to parents about their kids kindness to classmate wdisability goes viral abc at amp","unknown","positive"
"1803","why we need more stories of disability that arent about overcoming disabilityinclusion feedly","unknown","negative"
"1804","the only way to guarantee a living pension is to pass a law that ties politicians pensions to the aged pension amp disabili","unknown","negative"
"1805","great morning taking pics atdisability team vkids","joy","positive"
"1806","survivor community wants psychosocial disabilitywonder what you think of it","unknown","positive"
"1807","doj files new fair housing act disability discrimination actionby","unknown","neutral"
"1808","new disability job is business automation sr uwparkside kenosha wisconsincareercast","unknown","negative"
"1809","check it 
 from each tee tank or racerback goes to help musicians in need due to illness d","unknown","negative"
"1810","us disability insurancerbc insurance home loan rates","unknown","positive"
"1811","nifreshthinkingraising awareness of communication disabilitya powerful exhibition","unknown","positive"
"1812","this post shows how words affect our perceptions of developmental disabilitywriting amwriting mustread","joy","positive"
"1813","reducing the burden of neurobehavioural disability ticketstickets tix","unknown","negative"
"1814","why the actuallyautistpic 
because disability and diversity should be welcomed and respected not hidden","unknown","positive"
"1815","rt jenac rt kawalpeet the only true disability is ur bad attitude
cause youre not disabled by the disabilit","sadness","negative"
"1816","the pain disappears underwater world honoured for its immersion therapy","unknown","neutral"
"1817","donald trump mocked a reporter with a disability at south carolina rally","unknown","positive"
"1818","thecivil service police exam is scheduled for march th 
 for further information","unknown","positive"
"1819","rd dec is world disability dayevery person can give a gift to a child with disability next to you join us","unknown","neutral"
"1820","what its like to navigate nyc when you have a disability","joy","positive"
"1821","voters with disabilities fight for more accessible polling places

more thanmillion eligible voters in the us have a disability and","unknown","neutral"
"1822","im disabled and after my disability i suffered a heart attack amp havestentsi dont complain so st","joy","negative"
"1823","its so interesting how often disability is linked to masculinity or emasculation in sff","unknown","positive"
"1824","the uk society for disabled people is awful most comedians are bad they take the piss out of disability we are looked down at by public","anger","negative"
"1825","from all i can tell hes supposed to be eugene without the disabilitythats an insult dinsmore was a solid inring worker","unknown","negative"
"1826","why no vat on childrens shoes but vat on equipment for childrens disability it tookmonths to get disgrace socd","sadness","negative"
"1827","i have a disability called i dont have victim status to get an unfair advantage","sadness","negative"
"1828","you are wrong catholicstrump
trumpprotest
notmypresident
imwithher
spiritcooking","unknown","negative"
"1829","helenon latelate afterdays representing at ercvoices conferencea tireless advocate for disabilit","unknown","positive"
"1830","rd dec is disabilityevery can give a simple gift to any child with disability next to you lets join it together","joy","positive"
"1831","more disabilitywelfarewage cuts n rises coming thenare we awake n ready t exercise scotlands given","unknown","positive"
"1832","letting my disability define me since","unknown","positive"
"1833","hey tomid love to learn more about the disability story here got any sources i can start with","joy","positive"
"1834","veteran from vietnam era cant get my disability need help on your team let me knowex homebuilder and developer","sadness","negative"
"1835","the only disability of a man is his bad attitude","sadness","negative"
"1836","never understood how anyone could think that making fun of someone with a disability is okay","unknown","positive"
"1837","your donation paid for a surgery to unlock omars arm it means he wont face a future of disfigurement amp disabilit","unknown","positive"
"1838","this is the point was so excellent friends please go see it this wknddisability disabilitytheatre","joy","positive"
"1839","a week cut ro esa intolerable say","unknown","negative"
"1840","boris johnson freakin geniusbrexit disability nhs cuts austerity esa tory","unknown","positive"
"1841","i just got my notice of my disability hearing date what do i do","unknown","positive"
"1842","after a long and tough wait you finally get a letter in the mail from the office of disability adjudication and","sadness","negative"
"1843","record sharing to speed up socialsecurity disability claims for veterans","unknown","positive"
"1844","the dolphin mobility manchester daily is outstoriesh","unknown","positive"
"1845","trump anxiety disorder great now call it a mental illness and they can collect disability from the tax payers","joy","negative"
"1846","thoughts

collectively we fiercely embrace a utilitarian ethic with regard to vaccine injury the stories of","joy","positive"
"1847","mcdonalds to pay six figures over fired hivpositive employee","unknown","negative"
"1848","make all reasonable adjustments for disabled customerssign the petitionautism disability","unknown","neutral"
"1849","if you cant be patient towards an autistic student or a student w any disability you shouldnt have the privilege of being","unknown","positive"
"1850","were hiring read about our latest job opening here intermediate disability claim specialisttoronto on","unknown","negative"
"1851","designer funny moments mental disability","unknown","positive"
"1852","blocked byofsuppository mps who talked outbill cabs and phv disability equality training thingsfear","unknown","positive"
"1853","know someone with a disability who likes extreme sport take inspiration from the latest efds blogpost","unknown","positive"
"1854","harold wood essex do you need a home that has been adapted for disability needswidened doorways would","unknown","negative"
"1855","the flu jab is free for people with a learning disability why not get it to prevent being ill talk to your docto","surprise","negative"
"1856","has to be me im playing the partially blinddisability card toohaha joking","unknown","positive"
"1857","dressing is stressful task living wa disability stress free shirting gt","unknown","negative"
"1858","hani ali is a happy girl special disability friendly latrine was constructed for her by krcs w support from","joy","positive"
"1859","viato get disability help in kansas thousands face a year wait","sadness","negative"
"1860","in the ussr having jewish written in their was referred as a type v disabilityethnicity was a fifth line in the passport","unknown","positive"
"1861","stop assessments for dla recipients forced to apply for pip","unknown","positive"
"1862","free webinar join from your comp or phone nov pm ill be there stay informed ed policy sped implications","unknown","neutral"
"1863","elizabeth barnes the minority body reviewed by ndprit is a wildly creative rigorous and gr","unknown","negative"
"1864","good article disability","joy","positive"
"1865","your sense of humour was evident in joker akshay kumarhave not forgiven you yet dont make fun disability","unknown","neutral"
"1866","everyone pray i dont freeze to death while doing my disability awareness event at the farmers market for four hours","unknown","neutral"
"1867","should taxi drivers in england be legally required to undergo disability training","unknown","negative"
"1868","another great morning
the smile on these kids facesdisability team who by the way are looking fo","joy","neutral"
"1869","free autism rating scale testusasweden asd disability adhd se","unknown","positive"
"1870","gee just give this crap designer some disability plus obamacare and see how real life treats snarky bitch","unknown","neutral"
"1871","krcs is supporting construction of disability friendly latrines inschools in bomet kilifi amp taita tavetaworldt","joy","positive"
"1872","sascha kindred rio champion among gb paraswimmingsquad omissions paralympics","unknown","positive"
"1873","highlight male heroessuccesses with mh issues plus other challenges eg disability divorce unable to have kids job struggles etc","unknown","negative"
"1874","once again a great morning withdisability team on their nd game","joy","neutral"
"1875","is your club capable of delivering sessions for athletesrunners with a disabilitythinkdiscuss and modify sessionskeep everyone involved","unknown","positive"
"1876","for your inconvenience whats lurking behind the accessible toilet door breakingnews","unknown","negative"
"1877","racist jokes disability jokes rape jokesetc will never be funny if u gotta be offensive to get a laugh u arent shit idc","disgust","negative"
"1878","another lonely one for me i so dread christmas birthdays with nobodybutme isolated abused disability","fear","negative"
"1879","want to talk about issues around disabled accessibility come along to the physical disability amp sensory impairment board event","unknown","neutral"
"1880","join us onpararacingracing with a disability
click on link below amp bumplike the articles","unknown","positive"
"1881","damian green was responding to an urgent question about last weeks supreme court ruling that the bedroom tax","unknown","negative"
"1882","sleeps till our betteroptions college fair for students with disabilities full agenda now available disability http","unknown","positive"
"1883","bbc newsdisabled toilets when does accessible not mean accessibleproper facilitiesthe disabled needed now","unknown","negative"
"1884","agree with the disability cuts opposition shame theyre doing it but both separate issues","sadness","negative"
"1885","architects have a duty to promote amp include changing places in building design accessall dignityindesign","unknown","positive"
"1886","im retweeting this as a relevant article amphoping to hook some sjws who feel its wacist to want to minimise","unknown","positive"
"1887","chancellor philip hammond is urged to use autumn statement to delay cuts to disability support","unknown","positive"
"1888","the only true disability is ur bad attitude
cause youre not disabled by the disabilities youveyoure able b","sadness","negative"
"1889","pathetic filibustering from tories to prevent a real champion of the causehaving his disability equalities tra","sadness","neutral"
"1890","scotus death penalty case addresses deep and terrifying stereotypes re intellectual disability","unknown","negative"
"1891","somali people have a disability when it comes to minding their own business","unknown","positive"
"1892","bbc newsdisabled toilets when does accessible not mean accessiblewhen theres a balrog in there","unknown","negative"
"1893","people have a weird way of thinking about disability where youre either entirely incapable or fit as a fiddle","anger","negative"
"1894","un urged to act after conservative government dismisses report on disability","unknown","positive"
"1895","check out caribbean documents amp resources on personswithdisability eclaccaribbean development portal","unknown","positive"
"1896","set against the back drop of some ill conceived and badly implemented cuts to disability benefits it seems totally heartless","fear","negative"
"1897","the dolphin mobility manchester daily is outstorieshealthcare disability","unknown","positive"
"1898","such a busy week preparing for our video for disability history month all coming together very nicely","joy","positive"
"1899","disability history month events are hosted by students with disabilities officer kate snape with the support of societies inc","unknown","positive"
"1900","our uk disability news online paper is outstories fromedtech a","unknown","positive"
"1901","the tories like shit on their shoes their rancid footprinttoriesmustgo torydisability","joy","positive"
"1902","know of any servicesactivities accessible to amp inclusive of people w a learning disability in mcr please tell us htt","joy","positive"
"1903","know of any servicesactivities accessible to amp inclusive of people w a learning disability in mcr please tell us","joy","positive"
"1904","wthi wouldnt be here just because a child has a disability doesnt mean they cant be a functioning part of","unknown","negative"
"1905","disabled toilets when does accessible not mean accessible changingrooms disability","unknown","negative"
"1906","calls for taxi drivers to undergo disability awareness training dogtrainingtutor","unknown","negative"
"1907","pearland bathrooms with disability access bathroom radio","unknown","positive"
"1908","our uk disability news online paper is outstories fromedtech ada","unknown","positive"
"1909","the tories like shit on their shoes their rancid footprinttoriesmustgo torydisability satire","joy","positive"
"1910","an iep for my child 
a workshop for parents and professionals

every child with a disability who receives special","unknown","negative"
"1911","important conversation on disability carenobody ever asks people with disabilities do they want to be cared f","unknown","positive"
"1912","michael kendrick there is nothing about having a disability or needing assistance that stops you having a good life","joy","positive"
"1913","but please dont forget the need to combat discrimination based on age or on disabilitymental health","joy","negative"
"1914","v much looking forward to hearing later from roddy slorach about a marxist analysis of the politics and nature of disability stucdw","unknown","positive"
"1915","ids dont let him off the hook workfare esa disability pips wca disabilityhate dwp","unknown","positive"
"1916","yes their is a need the only place i know of in cardiff is the millennium centre but only if you know were it is","unknown","positive"
"1917","there was far less handwringing about booing when george osborne got booed at the paralympics he cut disability benefits","unknown","negative"
"1918","and you know thishow exactly disability benefit fraud is at a whopping","unknown","neutral"
"1919","tory mps call for welfare cuts rethink after pause motion passed disability","unknown","negative"
"1920","that blog post isnt helpful to the question but i read one of your other ones about disability pride","joy","neutral"
"1921","the latest the karma mobility dailythanks todisability wheelchair","unknown","positive"
"1922","fostering not easy but its rewarding brilliant its everything foster carerchild disability","unknown","positive"
"1923","technology make functionalfashion clothes shoes easy accessibleppl w disability parkinsons cerebralpalsy http","unknown","positive"
"1924","technology make functionalfashion clothes shoes easy accessibleppl w disability parkinsons cerebralpalsy","unknown","positive"
"1925","viewing disability and difference through the eye of a lens dhclassics","unknown","positive"
"1926","a huge thanks to our friendsfor sponsoring tonights black tie dinner see our full story here","unknown","negative"
"1927","whats disability to me faustinas story","unknown","positive"
"1928","points for guessing the unreported causal factor 

calls for taxi drivers to undergo disability awareness","unknown","negative"
"1929","so worldtoiletday sounds pretty funny but did you know not everyone has access to a toilet even here in the uk","unknown","positive"
"1930","the latest family hope foundation dailythanks toautism disability","unknown","positive"
"1931","disability insurancerbc insurance home loan ratesus","unknown","positive"
"1932","there arent enough portrayals of disability in the stories we publish the stories we read","unknown","positive"
"1933","healthy lifestyle in old age shortens endoflife disability","unknown","positive"
"1934","scribble sanctuary the artist who tackled mental health difficulties by sketching","unknown","neutral"
"1935","she proved that disability isnt inability","unknown","negative"
"1936","thank you for the coverage changingplaces x","unknown","positive"
"1937","also a big thank you totwitter finally letti","unknown","positive"
"1938","wits vc has the disability to appreciate the hardship of black students","joy","negative"
"1939","could you play for england nows your chance via our disability talent id day find out more via","unknown","positive"
"1940","great to see coverage in the media today did you know whitstable has a changingplaces toilet","joy","positive"
"1941","icymi attempt to force taxi and private hire drivers to undertake disability training fails in parliament","unknown","negative"
"1942","stucdwwill not allow new social security to be an excuse for sanctions disability","unknown","neutral"
"1943","a reminder about disability and accessibility resources at the annual meeting sblaar","unknown","positive"
"1944","look out foramp s visit to our makingmoves disability session on tonightschildrenin","unknown","positive"
"1945","the nature of disability is wide some very visibil most are not some use wheelchair one day walk the next","joy","positive"
"1946","stucdw motioncarried motion raise awareness of disability cuts and povertyand use scottish powers to mitigat","unknown","negative"
"1947","stucdw motionreal concern for children suffering poverty as a result of disability benefit cutsmotion carried","joy","negative"
