"","Address"
"11368","088 Tipperary West Urban,Tipperary South,Ireland"
"11369","088 Tipperary West Urban,Tipperary South,Ireland"
"11370","088 Tipperary West Urban,Tipperary South,Ireland"
"11371","088 Tipperary West Urban,Tipperary South,Ireland"
"11372","088 Tipperary West Urban,Tipperary South,Ireland"
"11373","088 Tipperary West Urban,Tipperary South,Ireland"
"11374","088 Tipperary West Urban,Tipperary South,Ireland"
"11375","088 Tipperary West Urban,Tipperary South,Ireland"
"11376","129 Tubbrid,Tipperary South,Ireland"
"11377","129 Tubbrid,Tipperary South,Ireland"
"11378","130 Tullaghmelan,Tipperary South,Ireland"
"11379","130 Tullaghmelan,Tipperary South,Ireland"
"11380","130 Tullaghmelan,Tipperary South,Ireland"
"11381","130 Tullaghmelan,Tipperary South,Ireland"
"11382","131 Tullaghorton,Tipperary South,Ireland"
"11383","116 Tullamain,Tipperary South,Ireland"
"11384","116 Tullamain,Tipperary South,Ireland"
"11385","116 Tullamain,Tipperary South,Ireland"
"11386","080 Twomileborris,Tipperary North,Ireland"
"11387","080 Twomileborris,Tipperary North,Ireland"
"11388","081 Upperchurch,Tipperary North,Ireland"
"11389","023 Uskane,Tipperary North,Ireland"
"11390","051 Youghalarra,Tipperary North,Ireland"
"11391","051 Youghalarra,Tipperary North,Ireland"
"11392","051 Youghalarra,Tipperary North,Ireland"
"11393","104 Fethard,Tipperary South,Ireland"
"11394","104 Fethard,Tipperary South,Ireland"
"11395","104 Fethard,Tipperary South,Ireland"
"11396","104 Fethard,Tipperary South,Ireland"
"11397","085 Clonmel East Urban,Tipperary South,Ireland"
"11398","085 Clonmel East Urban,Tipperary South,Ireland"
"11399","085 Clonmel East Urban,Tipperary South,Ireland"
"11400","085 Clonmel East Urban,Tipperary South,Ireland"
"11401","085 Clonmel East Urban,Tipperary South,Ireland"
"11402","085 Clonmel East Urban,Tipperary South,Ireland"
"11403","085 Clonmel East Urban,Tipperary South,Ireland"
"11404","085 Clonmel East Urban,Tipperary South,Ireland"
"11405","085 Clonmel East Urban,Tipperary South,Ireland"
"11406","085 Clonmel East Urban,Tipperary South,Ireland"
"11407","085 Clonmel East Urban,Tipperary South,Ireland"
"11408","085 Clonmel East Urban,Tipperary South,Ireland"
"11409","085 Clonmel East Urban,Tipperary South,Ireland"
"11410","085 Clonmel East Urban,Tipperary South,Ireland"
"11411","085 Clonmel East Urban,Tipperary South,Ireland"
"11412","085 Clonmel East Urban,Tipperary South,Ireland"
"11413","085 Clonmel East Urban,Tipperary South,Ireland"
"11414","085 Clonmel East Urban,Tipperary South,Ireland"
"11415","001 Nenagh East Urban,Tipperary North,Ireland"
"11416","001 Nenagh East Urban,Tipperary North,Ireland"
"11417","001 Nenagh East Urban,Tipperary North,Ireland"
"11418","001 Nenagh East Urban,Tipperary North,Ireland"
"11419","001 Nenagh East Urban,Tipperary North,Ireland"
"11420","001 Nenagh East Urban,Tipperary North,Ireland"
"11421","001 Nenagh East Urban,Tipperary North,Ireland"
"11422","001 Nenagh East Urban,Tipperary North,Ireland"
"11423","001 Nenagh East Urban,Tipperary North,Ireland"
"11424","001 Nenagh East Urban,Tipperary North,Ireland"
"11425","001 Nenagh East Urban,Tipperary North,Ireland"
"11426","001 Nenagh East Urban,Tipperary North,Ireland"
"11427","001 Nenagh East Urban,Tipperary North,Ireland"
"11428","001 Nenagh East Urban,Tipperary North,Ireland"
"11429","037 Annestown,Waterford County,Ireland"
"11430","037 Annestown,Waterford County,Ireland"
"11431","037 Annestown,Waterford County,Ireland"
"11432","019 Aird MhÃ‘r,Waterford County,Ireland"
"11433","085 Ardmore,Waterford County,Ireland"
"11434","085 Ardmore,Waterford County,Ireland"
"11435","085 Ardmore,Waterford County,Ireland"
"11436","085 Ardmore,Waterford County,Ireland"
"11437","053 Ballyduff,Waterford County,Ireland"
"11438","003 Ballydurn,Waterford County,Ireland"
"11439","054 Ballyhane,Waterford County,Ireland"
"11440","054 Ballyhane,Waterford County,Ireland"
"11441","086 Ballyheeny,Waterford County,Ireland"
"11442","086 Ballyheeny,Waterford County,Ireland"
"11443","055 Ballyin,Waterford County,Ireland"
"11444","055 Ballyin,Waterford County,Ireland"
"11445","038 Ballylaneen,Waterford County,Ireland"
"11446","013 Ballymacarbry,Waterford County,Ireland"
"11447","013 Ballymacarbry,Waterford County,Ireland"
"11448","020 Baile Mhac Airt,Waterford County,Ireland"
"11449","070 Ballynakill (part),Waterford County,Ireland"
"11450","056 Ballynamult,Waterford County,Ireland"
"11451","057 Ballysaggartmore,Waterford County,Ireland"
"11452","021 Bohadoon,Waterford County,Ireland"
"11453","022 Cappagh,Waterford County,Ireland"
"11454","022 Cappagh,Waterford County,Ireland"
"11455","058 Cappoquin,Waterford County,Ireland"
"11456","058 Cappoquin,Waterford County,Ireland"
"11457","058 Cappoquin,Waterford County,Ireland"
"11458","058 Cappoquin,Waterford County,Ireland"
"11459","058 Cappoquin,Waterford County,Ireland"
"11460","004 Carrickbeg Rural,Waterford County,Ireland"
"11461","004 Carrickbeg Rural,Waterford County,Ireland"
"11462","039 Carrigcastle,Waterford County,Ireland"
"11463","023 Carriglea,Waterford County,Ireland"
"11464","059 Castlerichard,Waterford County,Ireland"
"11465","059 Castlerichard,Waterford County,Ireland"
"11466","087 Clashmore,Waterford County,Ireland"
"11467","087 Clashmore,Waterford County,Ireland"
"11468","005 Clonea,Waterford County,Ireland"
"11469","005 Clonea,Waterford County,Ireland"
"11470","024 Clonea,Waterford County,Ireland"
"11471","024 Clonea,Waterford County,Ireland"
"11472","024 Clonea,Waterford County,Ireland"
"11473","024 Clonea,Waterford County,Ireland"
"11474","024 Clonea,Waterford County,Ireland"
"11475","024 Clonea,Waterford County,Ireland"
"11476","024 Clonea,Waterford County,Ireland"
"11477","024 Clonea,Waterford County,Ireland"
"11478","025 Colligan,Waterford County,Ireland"
"11479","025 Colligan,Waterford County,Ireland"
"11480","025 Colligan,Waterford County,Ireland"
"11481","040 Comeragh,Waterford County,Ireland"
"11482","040 Comeragh,Waterford County,Ireland"
"11483","026 Coumaraglin,Waterford County,Ireland"
"11484","027 Dromana,Waterford County,Ireland"
"11485","027 Dromana,Waterford County,Ireland"
"11486","027 Dromana,Waterford County,Ireland"
"11487","028 Dromore,Waterford County,Ireland"
"11488","071 Drumcannon,Waterford County,Ireland"
"11489","060 Drumroe,Waterford County,Ireland"
"11490","001 Dungarvan No. 1 Urban,Waterford County,Ireland"
"11491","001 Dungarvan No. 1 Urban,Waterford County,Ireland"
"11492","001 Dungarvan No. 1 Urban,Waterford County,Ireland"
"11493","001 Dungarvan No. 1 Urban,Waterford County,Ireland"
"11494","001 Dungarvan No. 1 Urban,Waterford County,Ireland"
"11495","001 Dungarvan No. 1 Urban,Waterford County,Ireland"
"11496","001 Dungarvan No. 1 Urban,Waterford County,Ireland"
"11497","001 Dungarvan No. 1 Urban,Waterford County,Ireland"
"11498","001 Dungarvan No. 1 Urban,Waterford County,Ireland"
"11499","001 Dungarvan No. 1 Urban,Waterford County,Ireland"
"11500","001 Dungarvan No. 1 Urban,Waterford County,Ireland"
"11501","001 Dungarvan No. 1 Urban,Waterford County,Ireland"
"11502","001 Dungarvan No. 1 Urban,Waterford County,Ireland"
"11503","001 Dungarvan No. 1 Urban,Waterford County,Ireland"
"11504","001 Dungarvan No. 1 Urban,Waterford County,Ireland"
"11505","001 Dungarvan No. 1 Urban,Waterford County,Ireland"
"11506","001 Dungarvan No. 1 Urban,Waterford County,Ireland"
"11507","001 Dungarvan No. 1 Urban,Waterford County,Ireland"
"11508","001 Dungarvan No. 1 Urban,Waterford County,Ireland"
"11509","002 Dungarvan No. 2 Urban,Waterford County,Ireland"
"11510","002 Dungarvan No. 2 Urban,Waterford County,Ireland"
"11511","002 Dungarvan No. 2 Urban,Waterford County,Ireland"
"11512","002 Dungarvan No. 2 Urban,Waterford County,Ireland"
"11513","002 Dungarvan No. 2 Urban,Waterford County,Ireland"
"11514","002 Dungarvan No. 2 Urban,Waterford County,Ireland"
"11515","002 Dungarvan No. 2 Urban,Waterford County,Ireland"
"11516","002 Dungarvan No. 2 Urban,Waterford County,Ireland"
"11517","002 Dungarvan No. 2 Urban,Waterford County,Ireland"
"11518","002 Dungarvan No. 2 Urban,Waterford County,Ireland"
"11519","002 Dungarvan No. 2 Urban,Waterford County,Ireland"
"11520","002 Dungarvan No. 2 Urban,Waterford County,Ireland"
"11521","029 Dungarvan Rural,Waterford County,Ireland"
"11522","029 Dungarvan Rural,Waterford County,Ireland"
"11523","029 Dungarvan Rural,Waterford County,Ireland"
"11524","029 Dungarvan Rural,Waterford County,Ireland"
"11525","029 Dungarvan Rural,Waterford County,Ireland"
"11526","029 Dungarvan Rural,Waterford County,Ireland"
"11527","041 Dunhill,Waterford County,Ireland"
"11528","072 Faithlegg (part),Waterford County,Ireland"
"11529","072 Faithlegg (part),Waterford County,Ireland"
"11530","072 Faithlegg (part),Waterford County,Ireland"
"11531","072 Faithlegg (part),Waterford County,Ireland"
"11532","072 Faithlegg (part),Waterford County,Ireland"
"11533","072 Faithlegg (part),Waterford County,Ireland"
"11534","072 Faithlegg (part),Waterford County,Ireland"
"11535","072 Faithlegg (part),Waterford County,Ireland"
"11536","006 Fenoagh,Waterford County,Ireland"
"11537","042 Fews,Waterford County,Ireland"
"11538","043 Fox's Castle,Waterford County,Ireland"
"11539","043 Fox's Castle,Waterford County,Ireland"
"11540","044 Gardenmorris,Waterford County,Ireland"
"11541","044 Gardenmorris,Waterford County,Ireland"
"11542","045 Georgestown,Waterford County,Ireland"
"11543","007 Glen,Waterford County,Ireland"
"11544","088 Glenwilliam,Waterford County,Ireland"
"11545","061 Gortnapeaky,Waterford County,Ireland"
"11546","014 Graignagower,Waterford County,Ireland"
"11547","014 Graignagower,Waterford County,Ireland"
"11548","089 Grallagh,Waterford County,Ireland"
"11549","090 Grange,Waterford County,Ireland"
"11550","015 Gurteen,Waterford County,Ireland"
"11551","073 Islandikane,Waterford County,Ireland"
"11552","073 Islandikane,Waterford County,Ireland"
"11553","073 Islandikane,Waterford County,Ireland"
"11554","073 Islandikane,Waterford County,Ireland"
"11555","073 Islandikane,Waterford County,Ireland"
"11556","073 Islandikane,Waterford County,Ireland"
"11557","030 Keereen,Waterford County,Ireland"
"11558","074 Kilbarry (part),Waterford County,Ireland"
"11559","046 Kilbarrymeaden,Waterford County,Ireland"
"11560","046 Kilbarrymeaden,Waterford County,Ireland"
"11561","062 Kilcockan,Waterford County,Ireland"
"11562","075 Killea,Waterford County,Ireland"
"11563","075 Killea,Waterford County,Ireland"
"11564","075 Killea,Waterford County,Ireland"
"11565","075 Killea,Waterford County,Ireland"
"11566","075 Killea,Waterford County,Ireland"
"11567","075 Killea,Waterford County,Ireland"
"11568","075 Killea,Waterford County,Ireland"
"11569","076 Killoteran,Waterford County,Ireland"
"11570","076 Killoteran,Waterford County,Ireland"
"11571","077 Kilmacleague,Waterford County,Ireland"
"11572","016 Kilmacomma,Waterford County,Ireland"
"11573","016 Kilmacomma,Waterford County,Ireland"
"11574","047 Kilmacthomas,Waterford County,Ireland"
"11575","047 Kilmacthomas,Waterford County,Ireland"
"11576","047 Kilmacthomas,Waterford County,Ireland"
"11577","047 Kilmacthomas,Waterford County,Ireland"
"11578","047 Kilmacthomas,Waterford County,Ireland"
"11579","078 Kilmeadan,Waterford County,Ireland"
"11580","078 Kilmeadan,Waterford County,Ireland"
"11581","078 Kilmeadan,Waterford County,Ireland"
"11582","008 Kilmeadan,Waterford County,Ireland"
"11583","008 Kilmeadan,Waterford County,Ireland"
"11584","017 Kilronan,Waterford County,Ireland"
"11585","063 Kilwatermoy East,Waterford County,Ireland"
"11586","064 Kilwatermoy West,Waterford County,Ireland"
"11587","091 Kinsalebeg,Waterford County,Ireland"
"11588","091 Kinsalebeg,Waterford County,Ireland"
"11589","091 Kinsalebeg,Waterford County,Ireland"
"11590","031 Knockaunbrandaun,Waterford County,Ireland"
"11591","048 Knockmahon,Waterford County,Ireland"
"11592","065 Lismore Rural,Waterford County,Ireland"
"11593","065 Lismore Rural,Waterford County,Ireland"
"11594","065 Lismore Rural,Waterford County,Ireland"
"11595","065 Lismore Rural,Waterford County,Ireland"
"11596","067 Mocollop,Waterford County,Ireland"
"11597","068 Modelligo,Waterford County,Ireland"
"11598","032 Modelligo,Waterford County,Ireland"
"11599","009 Mothel,Waterford County,Ireland"
"11600","009 Mothel,Waterford County,Ireland"
"11601","049 Mountkennedy,Waterford County,Ireland"
"11602","049 Mountkennedy,Waterford County,Ireland"
"11603","033 Mountstuart,Waterford County,Ireland"
"11604","079 Newcastle,Waterford County,Ireland"
"11605","079 Newcastle,Waterford County,Ireland"
"11606","050 Newtown,Waterford County,Ireland"
"11607","050 Newtown,Waterford County,Ireland"
"11608","080 Pembrokestown,Waterford County,Ireland"
"11609","080 Pembrokestown,Waterford County,Ireland"
"11610","010 Portlaw,Waterford County,Ireland"
"11611","010 Portlaw,Waterford County,Ireland"
"11612","010 Portlaw,Waterford County,Ireland"
"11613","010 Portlaw,Waterford County,Ireland"
"11614","010 Portlaw,Waterford County,Ireland"
"11615","010 Portlaw,Waterford County,Ireland"
"11616","011 Rathgormuck,Waterford County,Ireland"
"11617","081 Rathmoylan,Waterford County,Ireland"
"11618","081 Rathmoylan,Waterford County,Ireland"
"11619","081 Rathmoylan,Waterford County,Ireland"
"11620","081 Rathmoylan,Waterford County,Ireland"
"11621","082 Reisk,Waterford County,Ireland"
"11622","082 Reisk,Waterford County,Ireland"
"11623","082 Reisk,Waterford County,Ireland"
"11624","082 Reisk,Waterford County,Ireland"
"11625","034 An Rinn,Waterford County,Ireland"
"11626","034 An Rinn,Waterford County,Ireland"
"11627","034 An Rinn,Waterford County,Ireland"
"11628","034 An Rinn,Waterford County,Ireland"
"11629","012 Ross,Waterford County,Ireland"
"11630","035 Seskinan,Waterford County,Ireland"
"11631","035 Seskinan,Waterford County,Ireland"
"11632","018 St. Mary's,Waterford County,Ireland"
"11633","018 St. Mary's,Waterford County,Ireland"
"11634","018 St. Mary's,Waterford County,Ireland"
"11635","051 Stradbally,Waterford County,Ireland"
"11636","051 Stradbally,Waterford County,Ireland"
"11637","051 Stradbally,Waterford County,Ireland"
"11638","051 Stradbally,Waterford County,Ireland"
"11639","069 Tallow,Waterford County,Ireland"
"11640","069 Tallow,Waterford County,Ireland"
"11641","069 Tallow,Waterford County,Ireland"
"11642","069 Tallow,Waterford County,Ireland"
"11643","069 Tallow,Waterford County,Ireland"
"11644","092 Templemichael,Waterford County,Ireland"
"11645","092 Templemichael,Waterford County,Ireland"
"11646","052 Tinnasaggart,Waterford County,Ireland"
"11647","066 Lismore Urban,Waterford County,Ireland"
"11648","066 Lismore Urban,Waterford County,Ireland"
"11649","066 Lismore Urban,Waterford County,Ireland"
"11650","066 Lismore Urban,Waterford County,Ireland"
"11651","083 Tramore,Waterford County,Ireland"
"11652","083 Tramore,Waterford County,Ireland"
"11653","083 Tramore,Waterford County,Ireland"
"11654","083 Tramore,Waterford County,Ireland"
"11655","083 Tramore,Waterford County,Ireland"
"11656","083 Tramore,Waterford County,Ireland"
"11657","083 Tramore,Waterford County,Ireland"
"11658","083 Tramore,Waterford County,Ireland"
"11659","083 Tramore,Waterford County,Ireland"
"11660","083 Tramore,Waterford County,Ireland"
"11661","083 Tramore,Waterford County,Ireland"
"11662","083 Tramore,Waterford County,Ireland"
"11663","083 Tramore,Waterford County,Ireland"
"11664","083 Tramore,Waterford County,Ireland"
"11665","083 Tramore,Waterford County,Ireland"
"11666","083 Tramore,Waterford County,Ireland"
"11667","083 Tramore,Waterford County,Ireland"
"11668","083 Tramore,Waterford County,Ireland"
"11669","083 Tramore,Waterford County,Ireland"
"11670","083 Tramore,Waterford County,Ireland"
"11671","083 Tramore,Waterford County,Ireland"
"11672","083 Tramore,Waterford County,Ireland"
"11673","083 Tramore,Waterford County,Ireland"
"11674","083 Tramore,Waterford County,Ireland"
"11675","083 Tramore,Waterford County,Ireland"
"11676","083 Tramore,Waterford County,Ireland"
"11677","083 Tramore,Waterford County,Ireland"
"11678","083 Tramore,Waterford County,Ireland"
"11679","083 Tramore,Waterford County,Ireland"
"11680","083 Tramore,Waterford County,Ireland"
"11681","083 Tramore,Waterford County,Ireland"
"11682","083 Tramore,Waterford County,Ireland"
"11683","083 Tramore,Waterford County,Ireland"
"11684","036 Whitechurch,Waterford County,Ireland"
"11685","084 Woodstown,Waterford County,Ireland"
"11686","084 Woodstown,Waterford County,Ireland"
"11687","084 Woodstown,Waterford County,Ireland"
"11688","001 Ballybeg North,Waterford City,Ireland"
"11689","001 Ballybeg North,Waterford City,Ireland"
"11690","001 Ballybeg North,Waterford City,Ireland"
"11691","001 Ballybeg North,Waterford City,Ireland"
"11692","001 Ballybeg North,Waterford City,Ireland"
"11693","001 Ballybeg North,Waterford City,Ireland"
"11694","001 Ballybeg North,Waterford City,Ireland"
"11695","001 Ballybeg North,Waterford City,Ireland"
"11696","001 Ballybeg North,Waterford City,Ireland"
"11697","003 Ballybricken West,Waterford City,Ireland"
"11698","004 Ballymaclode,Waterford City,Ireland"
"11699","004 Ballymaclode,Waterford City,Ireland"
"11700","004 Ballymaclode,Waterford City,Ireland"
"11701","004 Ballymaclode,Waterford City,Ireland"
"11702","005 Ballynakill,Waterford City,Ireland"
"11703","005 Ballynakill,Waterford City,Ireland"
"11704","005 Ballynakill,Waterford City,Ireland"
"11705","005 Ballynakill,Waterford City,Ireland"
"11706","005 Ballynakill,Waterford City,Ireland"
"11707","005 Ballynakill,Waterford City,Ireland"
"11708","007 Ballytruckle,Waterford City,Ireland"
"11709","007 Ballytruckle,Waterford City,Ireland"
"11710","007 Ballytruckle,Waterford City,Ireland"
"11711","007 Ballytruckle,Waterford City,Ireland"
"11712","007 Ballytruckle,Waterford City,Ireland"
"11713","007 Ballytruckle,Waterford City,Ireland"
"11714","007 Ballytruckle,Waterford City,Ireland"
"11715","007 Ballytruckle,Waterford City,Ireland"
"11716","007 Ballytruckle,Waterford City,Ireland"
"11717","007 Ballytruckle,Waterford City,Ireland"
"11718","007 Ballytruckle,Waterford City,Ireland"
"11719","007 Ballytruckle,Waterford City,Ireland"
"11720","007 Ballytruckle,Waterford City,Ireland"
"11721","007 Ballytruckle,Waterford City,Ireland"
"11722","007 Ballytruckle,Waterford City,Ireland"
"11723","007 Ballytruckle,Waterford City,Ireland"
"11724","007 Ballytruckle,Waterford City,Ireland"
"11725","007 Ballytruckle,Waterford City,Ireland"
"11726","007 Ballytruckle,Waterford City,Ireland"
"11727","007 Ballytruckle,Waterford City,Ireland"
"11728","007 Ballytruckle,Waterford City,Ireland"
"11729","008 Bilberry,Waterford City,Ireland"
"11730","008 Bilberry,Waterford City,Ireland"
"11731","008 Bilberry,Waterford City,Ireland"
"11732","009 Centre A,Waterford City,Ireland"
"11733","009 Centre A,Waterford City,Ireland"
"11734","009 Centre A,Waterford City,Ireland"
"11735","009 Centre A,Waterford City,Ireland"
"11736","009 Centre A,Waterford City,Ireland"
"11737","011 Cleaboy,Waterford City,Ireland"
"11738","011 Cleaboy,Waterford City,Ireland"
"11739","011 Cleaboy,Waterford City,Ireland"
"11740","011 Cleaboy,Waterford City,Ireland"
"11741","011 Cleaboy,Waterford City,Ireland"
"11742","011 Cleaboy,Waterford City,Ireland"
"11743","011 Cleaboy,Waterford City,Ireland"
"11744","011 Cleaboy,Waterford City,Ireland"
"11745","011 Cleaboy,Waterford City,Ireland"
"11746","012 Custom House A,Waterford City,Ireland"
"11747","012 Custom House A,Waterford City,Ireland"
"11748","012 Custom House A,Waterford City,Ireland"
"11749","013 Custom House B,Waterford City,Ireland"
"11750","013 Custom House B,Waterford City,Ireland"
"11751","014 Farranshoneen,Waterford City,Ireland"
"11752","014 Farranshoneen,Waterford City,Ireland"
"11753","014 Farranshoneen,Waterford City,Ireland"
"11754","014 Farranshoneen,Waterford City,Ireland"
"11755","014 Farranshoneen,Waterford City,Ireland"
"11756","014 Farranshoneen,Waterford City,Ireland"
"11757","014 Farranshoneen,Waterford City,Ireland"
"11758","014 Farranshoneen,Waterford City,Ireland"
"11759","014 Farranshoneen,Waterford City,Ireland"
"11760","014 Farranshoneen,Waterford City,Ireland"
"11761","014 Farranshoneen,Waterford City,Ireland"
"11762","014 Farranshoneen,Waterford City,Ireland"
"11763","014 Farranshoneen,Waterford City,Ireland"
"11764","014 Farranshoneen,Waterford City,Ireland"
"11765","014 Farranshoneen,Waterford City,Ireland"
"11766","014 Farranshoneen,Waterford City,Ireland"
"11767","014 Farranshoneen,Waterford City,Ireland"
"11768","014 Farranshoneen,Waterford City,Ireland"
"11769","014 Farranshoneen,Waterford City,Ireland"
"11770","014 Farranshoneen,Waterford City,Ireland"
"11771","014 Farranshoneen,Waterford City,Ireland"
"11772","015 Ferrybank,Waterford City,Ireland"
"11773","015 Ferrybank,Waterford City,Ireland"
"11774","015 Ferrybank,Waterford City,Ireland"
"11775","015 Ferrybank,Waterford City,Ireland"
"11776","016 Gracedieu,Waterford City,Ireland"
"11777","016 Gracedieu,Waterford City,Ireland"
"11778","016 Gracedieu,Waterford City,Ireland"
"11779","016 Gracedieu,Waterford City,Ireland"
"11780","018 Grange South,Waterford City,Ireland"
"11781","018 Grange South,Waterford City,Ireland"
"11782","018 Grange South,Waterford City,Ireland"
"11783","018 Grange South,Waterford City,Ireland"
"11784","018 Grange South,Waterford City,Ireland"
"11785","018 Grange South,Waterford City,Ireland"
"11786","018 Grange South,Waterford City,Ireland"
"11787","018 Grange South,Waterford City,Ireland"
"11788","018 Grange South,Waterford City,Ireland"
"11789","018 Grange South,Waterford City,Ireland"
"11790","019 Grange Upper,Waterford City,Ireland"
"11791","019 Grange Upper,Waterford City,Ireland"
"11792","019 Grange Upper,Waterford City,Ireland"
"11793","019 Grange Upper,Waterford City,Ireland"
"11794","019 Grange Upper,Waterford City,Ireland"
"11795","019 Grange Upper,Waterford City,Ireland"
"11796","019 Grange Upper,Waterford City,Ireland"
"11797","019 Grange Upper,Waterford City,Ireland"
"11798","020 Kilbarry,Waterford City,Ireland"
"11799","020 Kilbarry,Waterford City,Ireland"
"11800","020 Kilbarry,Waterford City,Ireland"
"11801","021 Kingsmeadow,Waterford City,Ireland"
"11802","021 Kingsmeadow,Waterford City,Ireland"
"11803","021 Kingsmeadow,Waterford City,Ireland"
"11804","021 Kingsmeadow,Waterford City,Ireland"
"11805","021 Kingsmeadow,Waterford City,Ireland"
"11806","021 Kingsmeadow,Waterford City,Ireland"
"11807","021 Kingsmeadow,Waterford City,Ireland"
"11808","022 Larchville,Waterford City,Ireland"
"11809","022 Larchville,Waterford City,Ireland"
"11810","022 Larchville,Waterford City,Ireland"
"11811","022 Larchville,Waterford City,Ireland"
"11812","023 Lisduggan,Waterford City,Ireland"
"11813","023 Lisduggan,Waterford City,Ireland"
"11814","023 Lisduggan,Waterford City,Ireland"
"11815","023 Lisduggan,Waterford City,Ireland"
"11816","023 Lisduggan,Waterford City,Ireland"
"11817","024 Military Road,Waterford City,Ireland"
"11818","024 Military Road,Waterford City,Ireland"
"11819","024 Military Road,Waterford City,Ireland"
"11820","024 Military Road,Waterford City,Ireland"
"11821","025 Morrisson's Avenue East,Waterford City,Ireland"
"11822","025 Morrisson's Avenue East,Waterford City,Ireland"
"11823","025 Morrisson's Avenue East,Waterford City,Ireland"
"11824","026 Morrisson's Avenue West,Waterford City,Ireland"
"11825","027 Morrisson's Road,Waterford City,Ireland"
"11826","027 Morrisson's Road,Waterford City,Ireland"
"11827","027 Morrisson's Road,Waterford City,Ireland"
"11828","028 Mount Sion,Waterford City,Ireland"
"11829","028 Mount Sion,Waterford City,Ireland"
"11830","028 Mount Sion,Waterford City,Ireland"
"11831","028 Mount Sion,Waterford City,Ireland"
"11832","029 Newport's Square,Waterford City,Ireland"
"11833","029 Newport's Square,Waterford City,Ireland"
"11834","029 Newport's Square,Waterford City,Ireland"
"11835","030 Newtown,Waterford City,Ireland"
"11836","030 Newtown,Waterford City,Ireland"
"11837","030 Newtown,Waterford City,Ireland"
"11838","030 Newtown,Waterford City,Ireland"
"11839","031 Park,Waterford City,Ireland"
"11840","031 Park,Waterford City,Ireland"
"11841","031 Park,Waterford City,Ireland"
"11842","031 Park,Waterford City,Ireland"
"11843","031 Park,Waterford City,Ireland"
"11844","031 Park,Waterford City,Ireland"
"11845","031 Park,Waterford City,Ireland"
"11846","031 Park,Waterford City,Ireland"
"11847","031 Park,Waterford City,Ireland"
"11848","032 Poleberry,Waterford City,Ireland"
"11849","032 Poleberry,Waterford City,Ireland"
"11850","032 Poleberry,Waterford City,Ireland"
"11851","032 Poleberry,Waterford City,Ireland"
"11852","032 Poleberry,Waterford City,Ireland"
"11853","033 Roanmore,Waterford City,Ireland"
"11854","033 Roanmore,Waterford City,Ireland"
"11855","033 Roanmore,Waterford City,Ireland"
"11856","034 Shortcourse,Waterford City,Ireland"
"11857","034 Shortcourse,Waterford City,Ireland"
"11858","035 Slievekeale,Waterford City,Ireland"
"11859","035 Slievekeale,Waterford City,Ireland"
"11860","035 Slievekeale,Waterford City,Ireland"
"11861","036 The Glen,Waterford City,Ireland"
"11862","036 The Glen,Waterford City,Ireland"
"11863","036 The Glen,Waterford City,Ireland"
"11864","036 The Glen,Waterford City,Ireland"
"11865","036 The Glen,Waterford City,Ireland"
"11866","037 Ticor North,Waterford City,Ireland"
"11867","037 Ticor North,Waterford City,Ireland"
"11868","037 Ticor North,Waterford City,Ireland"
"11869","037 Ticor North,Waterford City,Ireland"
"11870","037 Ticor North,Waterford City,Ireland"
"11871","037 Ticor North,Waterford City,Ireland"
"11872","037 Ticor North,Waterford City,Ireland"
"11873","038 Ticor South,Waterford City,Ireland"
"11874","038 Ticor South,Waterford City,Ireland"
"11875","017 Grange North,Waterford City,Ireland"
"11876","017 Grange North,Waterford City,Ireland"
"11877","017 Grange North,Waterford City,Ireland"
"11878","017 Grange North,Waterford City,Ireland"
"11879","053 Ardnaglew,Westmeath,Ireland"
"11880","018 Ardnagragh,Westmeath,Ireland"
"11881","001 Athlone East Urban,Westmeath,Ireland"
"11882","001 Athlone East Urban,Westmeath,Ireland"
"11883","001 Athlone East Urban,Westmeath,Ireland"
"11884","001 Athlone East Urban,Westmeath,Ireland"
"11885","001 Athlone East Urban,Westmeath,Ireland"
"11886","001 Athlone East Urban,Westmeath,Ireland"
"11887","001 Athlone East Urban,Westmeath,Ireland"
"11888","001 Athlone East Urban,Westmeath,Ireland"
"11889","001 Athlone East Urban,Westmeath,Ireland"
"11890","001 Athlone East Urban,Westmeath,Ireland"
"11891","001 Athlone East Urban,Westmeath,Ireland"
"11892","001 Athlone East Urban,Westmeath,Ireland"
"11893","001 Athlone East Urban,Westmeath,Ireland"
"11894","001 Athlone East Urban,Westmeath,Ireland"
"11895","001 Athlone East Urban,Westmeath,Ireland"
"11896","001 Athlone East Urban,Westmeath,Ireland"
"11897","001 Athlone East Urban,Westmeath,Ireland"
"11898","001 Athlone East Urban,Westmeath,Ireland"
"11899","001 Athlone East Urban,Westmeath,Ireland"
"11900","003 Athlone East Rural,Westmeath,Ireland"
"11901","003 Athlone East Rural,Westmeath,Ireland"
"11902","003 Athlone East Rural,Westmeath,Ireland"
"11903","003 Athlone East Rural,Westmeath,Ireland"
"11904","003 Athlone East Rural,Westmeath,Ireland"
"11905","003 Athlone East Rural,Westmeath,Ireland"
"11906","003 Athlone East Rural,Westmeath,Ireland"
"11907","003 Athlone East Rural,Westmeath,Ireland"
"11908","003 Athlone East Rural,Westmeath,Ireland"
"11909","003 Athlone East Rural,Westmeath,Ireland"
"11910","003 Athlone East Rural,Westmeath,Ireland"
"11911","003 Athlone East Rural,Westmeath,Ireland"
"11912","003 Athlone East Rural,Westmeath,Ireland"
